#LMID	Name	Category	Subcategory	Formula	Mass	NumofC	NumofH	NumofO	NumofN	NumofP	NumofS	H:C	H:O	C:O	C:N	C:S	C:P	Afterdecmass	AMD	RMD
LMGP01011869	"1-(8Z,11Z,14Z-eicosatrienoyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C42H76O8N1S0P1	753.530858	42	76	8	1	1	0	1.80952381	9.5	5.25	42	0	42	0.5309	0.4691	623
LMGP02050031	1-pentadecanoyl-glycero-3-phosphoethanolamine	Glycerophospholipids	Glycerophosphoethanolamines	C20H42O7N1S0P1	439.269892	20	42	7	1	1	0	2.1	6	2.857142857	20	0	20	0.2699	0.2699	614
LMGP01011613	"1-(9Z-octadecenoyl)-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C48H86O8N1S0P1	835.609108	48	86	8	1	1	0	1.791666667	10.75	6	48	0	48	0.6091	0.3909	468
LMGP10010929	"1-tetradecanoyl-2-(9Z,12Z-octadecadienoyl)-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C35H65O8N0S0P1	644.441709	35	65	8	0	1	0	1.857142857	8.125	4.375	0	0	35	0.4417	0.4417	685
LMGP03010159	"1-pentadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphoserine"	Glycerophospholipids	Glycerophosphoserines	C43H76O10N1S0P1	797.520688	43	76	10	1	1	0	1.76744186	7.6	4.3	43	0	43	0.5207	0.4793	601
LMGP10010756	"1-(13Z,16Z-docosadienoyl)-2-tridecanoyl-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C38H71O8N0S0P1	686.488659	38	71	8	0	1	0	1.868421053	8.875	4.75	0	0	38	0.4887	0.4887	712
LMGP01012108	"1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-2-(9Z-octadecenoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C48H82O8N1S0P1	831.577808	48	82	8	1	1	0	1.708333333	10.25	6	48	0	48	0.5778	0.4222	508
LMGP01011875	"1-(8Z,11Z,14Z-eicosatrienoyl)-2-(9Z-heptadecenoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C45H82O8N1S0P1	795.577808	45	82	8	1	1	0	1.822222222	10.25	5.625	45	0	45	0.5778	0.4222	531
LMGP00000059	NA	Glycerophospholipids	Other_Glycerophospholipids	C59H104O11N1S0P1	1033.734703	59	104	11	1	1	0	1.762711864	9.454545455	5.363636364	59	0	59	0.7347	0.2653	257
LMGP06050010	"1-(9Z,12Z-octadecadienoyl)-glycero-3-phospho-(1pr-myo-inositol)"	Glycerophospholipids	Glycerophosphoinositols	C27H49O12N0S0P1	596.296168	27	49	12	0	1	0	1.814814815	4.083333333	2.25	0	0	27	0.2962	0.2962	497
LMGP03010180	1-(9Z-pentadecenoyl)-2-eicosanoyl-glycero-3-phosphoserine	Glycerophospholipids	Glycerophosphoserines	C41H78O10N1S0P1	775.536338	41	78	10	1	1	0	1.902439024	7.8	4.1	41	0	41	0.5363	0.4637	598
LMGP01011130	1-tricosanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine	Glycerophospholipids	Glycerophosphocholines	C49H98O8N1S0P1	859.703008	49	98	8	1	1	0	2	12.25	6.125	49	0	49	0.703	0.297	345
LMGP04010002	1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1pr-rac-glycerol)	Glycerophospholipids	Glycerophosphoglycerols	C40H77O10N0S0P1	748.525439	40	77	10	0	1	0	1.925	7.7	4	0	0	40	0.5254	0.4746	634
LMGP06050002	1-hexadecanoyl-sn-glycero-3-phospho-(1pr-myo-inositol)	Glycerophospholipids	Glycerophosphoinositols	C25H49O12N0S0P1	572.296168	25	49	12	0	1	0	1.96	4.083333333	2.083333333	0	0	25	0.2962	0.2962	518
LMGP01011639	"1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C48H84O8N1S0P1	833.593458	48	84	8	1	1	0	1.75	10.5	6	48	0	48	0.5935	0.4065	488
LMGP06010256	"1-(9Z,12Z-heptadecadienoyl)-2-octadecanoyl-glycero-3-phospho-(1pr-myo-inositol)"	Glycerophospholipids	Glycerophosphoinositols	C44H81O13N0S0P1	848.541484	44	81	13	0	1	0	1.840909091	6.230769231	3.384615385	0	0	44	0.5415	0.4585	540
LMGP06020039	1-octadecyl-2-(11Z-docosenoyl)-glycero-3-phospho-(1pr-myo-inositol)	Glycerophospholipids	Glycerophosphoinositols	C49H95O12N0S0P1	906.656119	49	95	12	0	1	0	1.93877551	7.916666667	4.083333333	0	0	49	0.6561	0.3439	379
LMGP03010587	"1-(11Z,14Z-eicosadienoyl)-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphoserine"	Glycerophospholipids	Glycerophosphoserines	C48H82O10N1S0P1	863.567638	48	82	10	1	1	0	1.708333333	8.2	4.8	48	0	48	0.5676	0.4324	501
LMGP03010576	"1-(11Z,14Z-eicosadienoyl)-2-(9Z-nonadecenoyl)-glycero-3-phosphoserine"	Glycerophospholipids	Glycerophosphoserines	C45H82O10N1S0P1	827.567638	45	82	10	1	1	0	1.822222222	8.2	4.5	45	0	45	0.5676	0.4324	522
LMGP04010704	1-docosanoyl-2-(9Z-pentadecenoyl)-glycero-3-phospho-(1pr-sn-glycerol)	Glycerophospholipids	Glycerophosphoglycerols	C43H83O10N0S0P1	790.572389	43	83	10	0	1	0	1.930232558	8.3	4.3	0	0	43	0.5724	0.4276	541
LMGP02010421	"1-tetradecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C41H74O8N1S0P1	739.515208	41	74	8	1	1	0	1.804878049	9.25	5.125	41	0	41	0.5152	0.4848	656
LMGP03030021	"1-(1Z-hexadecenyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphoserine"	Glycerophospholipids	Glycerophosphoserines	C42H76O9N1S0P1	769.525773	42	76	9	1	1	0	1.80952381	8.444444444	4.666666667	42	0	42	0.5258	0.4742	616
LMGP12010730	"1pr-[1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho],3pr-[1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C79H144O17N0S0P2	1426.9879	79	144	17	0	2	0	1.82278481	8.470588235	4.647058824	0	0	39.5	0.9879	0.0121	8
LMGP12011164	"1pr-[1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho],3pr-[1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C83H144O17N0S0P2	1474.9879	83	144	17	0	2	0	1.734939759	8.470588235	4.882352941	0	0	41.5	0.9879	0.0121	8
LMGP06050020	"1-(11Z,14Z-eicosadienoyl)-glycero-3-phospho-(1pr-myo-inositol)"	Glycerophospholipids	Glycerophosphoinositols	C29H53O12N0S0P1	624.327469	29	53	12	0	1	0	1.827586207	4.416666667	2.416666667	0	0	29	0.3275	0.3275	525
LMGP03010204	1-(9Z-hexadecenoyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphoserine	Glycerophospholipids	Glycerophosphoserines	C36H66O10N1S0P1	703.442437	36	66	10	1	1	0	1.833333333	6.6	3.6	36	0	36	0.4424	0.4424	629
LMGP10010695	"1-heneicosanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C44H79O8N0S0P1	766.551259	44	79	8	0	1	0	1.795454545	9.875	5.5	0	0	44	0.5513	0.4487	585
LMGP06050026	"1-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-glycero-3-phospho-(1pr-myo-inositol)"	Glycerophospholipids	Glycerophosphoinositols	C29H47O12N0S0P1	618.280518	29	47	12	0	1	0	1.620689655	3.916666667	2.416666667	0	0	29	0.2805	0.2805	454
LMGP02030047	"1-(1Z-octadecenyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C41H76O7N1S0P1	725.535943	41	76	7	1	1	0	1.853658537	10.85714286	5.857142857	41	0	41	0.5359	0.4641	640
LMGP15010279	2pr-O-(alpha-D-Manp)-6pr-O-(alpha-D-Manp-1->6-alpha-D-Manp-1->6-alpha-D-Manp-1->6-alpha-D-Manp-1->6-alpha-D-Manp)-(1-(9Z-nonadecenoyl)-2-hexadecanoyl-sn-glycero-3-phospho-1pr-myo-inositol)	Glycerophospholipids	Glycerophosphoinositolglycans	C80H143O43N0S0P1	1822.874083	80	143	43	0	1	0	1.7875	3.325581395	1.860465116	0	0	80	0.8741	0.1259	69
LMGP10010448	"1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-heneicosanoyl-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C42H75O8N0S0P1	738.519959	42	75	8	0	1	0	1.785714286	9.375	5.25	0	0	42	0.52	0.48	650
LMGP03010668	"1-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-2-(11Z,14Z-eicosadienoyl)-glycero-3-phosphoserine"	Glycerophospholipids	Glycerophosphoserines	C46H76O10N1S0P1	833.520688	46	76	10	1	1	0	1.652173913	7.6	4.6	46	0	46	0.5207	0.4793	575
LMGP01012065	"1-(13Z,16Z-docosadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C52H88O8N1S0P1	885.624758	52	88	8	1	1	0	1.692307692	11	6.5	52	0	52	0.6248	0.3752	424
LMGP02011192	"1-(9Z,12Z-octadecadienoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C43H74O8N1S0P1	763.515208	43	74	8	1	1	0	1.720930233	9.25	5.375	43	0	43	0.5152	0.4848	635
LMGP10010583	"1-(11Z,14Z-eicosadienoyl)-2-(11Z-docosenoyl)-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C45H83O8N0S0P1	782.582559	45	83	8	0	1	0	1.844444444	10.375	5.625	0	0	45	0.5826	0.4174	533
LMGP04010366	"1-(6Z,9Z,12Z-octadecatrienoyl)-2-dodecanoyl-glycero-3-phospho-(1pr-sn-glycerol)"	Glycerophospholipids	Glycerophosphoglycerols	C36H65O10N0S0P1	688.431539	36	65	10	0	1	0	1.805555556	6.5	3.6	0	0	36	0.4315	0.4315	627
LMGP04010614	"1-(8Z,11Z,14Z-eicosatrienoyl)-2-heneicosanoyl-glycero-3-phospho-(1pr-sn-glycerol)"	Glycerophospholipids	Glycerophosphoglycerols	C47H87O10N0S0P1	842.603689	47	87	10	0	1	0	1.85106383	8.7	4.7	0	0	47	0.6037	0.3963	470
LMGP02011094	"1-(13Z,16Z-docosadienoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C47H82O8N1S0P1	819.577808	47	82	8	1	1	0	1.744680851	10.25	5.875	47	0	47	0.5778	0.4222	515
LMGP10010027	"1,2-dihexadecanoyl-sn-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C35H69O8N0S0P1	648.473009	35	69	8	0	1	0	1.971428571	8.625	4.375	0	0	35	0.473	0.473	729
LMGP03010942	1-dodecanoyl-2-hexadecanoyl-glycero-3-phosphoserine	Glycerophospholipids	Glycerophosphoserines	C34H66O10N1S0P1	679.442437	34	66	10	1	1	0	1.941176471	6.6	3.4	34	0	34	0.4424	0.4424	651
LMGP06020042	1-eicosyl-2-dodecanoyl-glycero-3-phospho-(1pr-myo-inositol)	Glycerophospholipids	Glycerophosphoinositols	C41H81O12N0S0P1	796.546569	41	81	12	0	1	0	1.975609756	6.75	3.416666667	0	0	41	0.5466	0.4534	569
LMGP01011704	"1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-pentadecanoyl-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C41H74O8N1S0P1	739.515208	41	74	8	1	1	0	1.804878049	9.25	5.125	41	0	41	0.5152	0.4848	656
LMGP10010887	1-octadecanoyl-2-(9Z-hexadecenoyl)-glycero-3-phosphate	Glycerophospholipids	Glycerophosphates	C37H71O8N0S0P1	674.488659	37	71	8	0	1	0	1.918918919	8.875	4.625	0	0	37	0.4887	0.4887	725
LMGP02011124	"1-(7Z,10Z,13Z,16Z-docosatetraenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C47H80O8N1S0P1	817.562158	47	80	8	1	1	0	1.70212766	10	5.875	47	0	47	0.5622	0.4378	535
LMGP01012032	"1-(11Z-docosenoyl)-2-(13Z,16Z-docosadienoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C52H98O8N1S0P1	895.703008	52	98	8	1	1	0	1.884615385	12.25	6.5	52	0	52	0.703	0.297	332
LMGP04010255	1-(9Z-heptadecenoyl)-2-(9Z-hexadecenoyl)-glycero-3-phospho-(1pr-sn-glycerol)	Glycerophospholipids	Glycerophosphoglycerols	C39H73O10N0S0P1	732.494139	39	73	10	0	1	0	1.871794872	7.3	3.9	0	0	39	0.4941	0.4941	675
LMGP12010866	"1pr-[1-(9Z,12Z-octadecadienoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho],3pr-[1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-octadecanoyl-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C85H146O17N0S0P2	1501.0035	85	146	17	0	2	0	1.717647059	8.588235294	5	0	0	42.5	0.0035	0.0035	2
LMGP04010130	"1-(9Z-tetradecenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phospho-(1pr-sn-glycerol)"	Glycerophospholipids	Glycerophosphoglycerols	C40H71O10N0S0P1	742.478489	40	71	10	0	1	0	1.775	7.1	4	0	0	40	0.4785	0.4785	644
LMGP06020003	1-hexadecyl-2-tridecanoyl-glycero-3-phospho-(1pr-myo-inositol)	Glycerophospholipids	Glycerophosphoinositols	C38H75O12N0S0P1	754.499619	38	75	12	0	1	0	1.973684211	6.25	3.166666667	0	0	38	0.4996	0.4996	662
LMGP01011609	"1-(9Z-octadecenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C46H84O8N1S0P1	809.593458	46	84	8	1	1	0	1.826086957	10.5	5.75	46	0	46	0.5935	0.4065	502
LMGP10020067	1-eicosyl-2-(11Z-docosenoyl)-glycero-3-phosphate	Glycerophospholipids	Glycerophosphates	C45H89O7N0S0P1	772.634594	45	89	7	0	1	0	1.977777778	12.71428571	6.428571429	0	0	45	0.6346	0.3654	473
LMGP12011297	"1pr-[1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho],3pr-[1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-hexadecanoyl-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C85H142O17N0S0P2	1496.9722	85	142	17	0	2	0	1.670588235	8.352941176	5	0	0	42.5	0.9722	0.0278	19
LMGP01011932	"1-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-2-hexadecanoyl-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C44H78O8N1S0P1	779.546508	44	78	8	1	1	0	1.772727273	9.75	5.5	44	0	44	0.5465	0.4535	582
LMGP15010026	"2pr-O-(alpha-D-Manp)-(1-(9Z,12Z-octadecadienoyl)-2-tetradecanoyl-sn-glycero-3-phospho-1pr-myo-inositol)"	Glycerophospholipids	Glycerophosphoinositolglycans	C47H85O18N0S0P1	968.547358	47	85	18	0	1	0	1.808510638	4.722222222	2.611111111	0	0	47	0.5474	0.4526	467
LMGP12010707	"1pr-[1-(9Z,12Z-octadecadienoyl)-2-octadecanoyl-sn-glycero-3-phospho],3pr-[1-(9Z-octadecenoyl)-2-eicosanoyl-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C83H156O17N0S0P2	1487.0818	83	156	17	0	2	0	1.879518072	9.176470588	4.882352941	0	0	41.5	0.0818	0.0818	55
LMGP12010030	"1pr-[1,2-dihexadecanoyl-sn-glycero-3-phospho],3pr-[1-(9Z,12Z-octadecadienoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C79H142O17N0S0P2	1424.9722	79	142	17	0	2	0	1.797468354	8.352941176	4.647058824	0	0	39.5	0.9722	0.0278	20
LMGP15010088	2pr-O-(alpha-D-Manp)-6pr-O-(alpha-D-Manp)-(1-(9Z-nonadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1pr-myo-inositol)	Glycerophospholipids	Glycerophosphoinositolglycans	C56H101O23N0S0P1	1172.647133	56	101	23	0	1	0	1.803571429	4.391304348	2.434782609	0	0	56	0.6471	0.3529	301
LMGP04010540	1-(11Z-eicosenoyl)-2-(9Z-octadecenoyl)-glycero-3-phospho-(1pr-sn-glycerol)	Glycerophospholipids	Glycerophosphoglycerols	C44H83O10N0S0P1	802.572389	44	83	10	0	1	0	1.886363636	8.3	4.4	0	0	44	0.5724	0.4276	533
LMGP03010856	"1-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycero-3-phosphoserine"	Glycerophospholipids	Glycerophosphoserines	C48H72O10N1S0P1	853.489388	48	72	10	1	1	0	1.5	7.2	4.8	48	0	48	0.4894	0.4894	573
LMGP02030037	1-(1Z-octadecenyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphoethanolamine	Glycerophospholipids	Glycerophosphoethanolamines	C37H72O7N1S0P1	673.504642	37	72	7	1	1	0	1.945945946	10.28571429	5.285714286	37	0	37	0.5046	0.4954	736
LMGP03010677	1-heneicosanoyl-2-(9Z-tetradecenoyl)-glycero-3-phosphoserine	Glycerophospholipids	Glycerophosphoserines	C41H78O10N1S0P1	775.536338	41	78	10	1	1	0	1.902439024	7.8	4.1	41	0	41	0.5363	0.4637	598
LMGP04030053	1-(1Z-octadecenyl)-2-(11Z-docosenoyl)-glycero-3-phospho-(1pr-sn-glycerol)	Glycerophospholipids	Glycerophosphoglycerols	C46H89O9N0S0P1	816.624424	46	89	9	0	1	0	1.934782609	9.888888889	5.111111111	0	0	46	0.6244	0.3756	460
LMGP03010095	1-tetradecanoyl-2-(9Z-pentadecenoyl)-glycero-3-phosphoserine	Glycerophospholipids	Glycerophosphoserines	C35H66O10N1S0P1	691.442437	35	66	10	1	1	0	1.885714286	6.6	3.5	35	0	35	0.4424	0.4424	640
LMGP04090001	"2,3-ditetradecanoyl-sn-glycero-1-phospho-(2pr-lyso-3pr-tetradecanoyl_-1pr-sn_-glycerol)"	Glycerophospholipids	Glycerophosphoglycerols	C48H93O11N0S0P1	876.645554	48	93	11	0	1	0	1.9375	8.454545455	4.363636364	0	0	48	0.6456	0.3544	404
LMGP12010210	"1pr-[1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho],3pr-[1-(9Z,12Z-octadecadienoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C83H142O17N0S0P2	1472.9722	83	142	17	0	2	0	1.710843373	8.352941176	4.882352941	0	0	41.5	0.9722	0.0278	19
LMGP10030048	"1-(1Z-octadecenyl)-2-(11Z,14Z-eicosadienoyl)-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C41H77O7N0S0P1	712.540694	41	77	7	0	1	0	1.87804878	11	5.857142857	0	0	41	0.5407	0.4593	645
LMGP01011436	"1,2-di-(9Z-pentadecenoyl)-sn-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C38H72O8N1S0P1	701.499557	38	72	8	1	1	0	1.894736842	9	4.75	38	0	38	0.4996	0.4996	712
LMGP10010111	1-(9Z-tetradecenoyl)-2-(9Z-pentadecenoyl)-glycero-3-phosphate	Glycerophospholipids	Glycerophosphates	C32H59O8N0S0P1	602.394759	32	59	8	0	1	0	1.84375	7.375	4	0	0	32	0.3948	0.3948	655
LMGP02010559	"1-heptadecanoyl-2-(13Z,16Z-docosadienoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C44H84O8N1S0P1	785.593458	44	84	8	1	1	0	1.909090909	10.5	5.5	44	0	44	0.5935	0.4065	517
LMGP12011108	"1pr-[1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-hexadecanoyl-sn-glycero-3-phospho],3pr-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C81H142O17N0S0P2	1448.9722	81	142	17	0	2	0	1.75308642	8.352941176	4.764705882	0	0	40.5	0.9722	0.0278	19
LMGP02010975	"1-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C43H70O8N1S0P1	759.483907	43	70	8	1	1	0	1.627906977	8.75	5.375	43	0	43	0.4839	0.4839	637
LMGP03010407	"1-(9Z,12Z,15Z-octadecatrienoyl)-2-octadecanoyl-glycero-3-phosphoserine"	Glycerophospholipids	Glycerophosphoserines	C42H76O10N1S0P1	785.520688	42	76	10	1	1	0	1.80952381	7.6	4.2	42	0	42	0.5207	0.4793	610
LMGP04010044	"1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycero-3-phospho-(1pr-sn-glycerol)"	Glycerophospholipids	Glycerophosphoglycerols	C48H75O10N0S0P1	842.509789	48	75	10	0	1	0	1.5625	7.5	4.8	0	0	48	0.5098	0.4902	582
LMGP10010540	"1-(11Z-eicosenoyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C41H73O8N0S0P1	724.504309	41	73	8	0	1	0	1.780487805	9.125	5.125	0	0	41	0.5043	0.4957	684
LMGP01030008	"1-(1Z-hexadecenyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine"	Glycerophospholipids	Glycerophosphocholines	C42H80O7N1S0P1	741.567243	42	80	7	1	1	0	1.904761905	11.42857143	6	42	0	42	0.5672	0.4328	584
LMGP12010511	"1pr-[1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho],3pr-[1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C77H146O17N0S0P2	1405.0035	77	146	17	0	2	0	1.896103896	8.588235294	4.529411765	0	0	38.5	0.0035	0.0035	2
LMGP12010325	"1pr-[1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho],3pr-[1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-hexadecanoyl-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C81H148O17N0S0P2	1455.0192	81	148	17	0	2	0	1.827160494	8.705882353	4.764705882	0	0	40.5	0.0192	0.0192	13
LMGP02010319	"1,2-dieicosanoyl-sn-glycero-3-phospho-N,N-dimethylethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C47H94O8N1S0P1	831.671708	47	94	8	1	1	0	2	11.75	5.875	47	0	47	0.6717	0.3283	395
LMGP03010178	1-(9Z-pentadecenoyl)-2-nonadecanoyl-glycero-3-phosphoserine	Glycerophospholipids	Glycerophosphoserines	C40H76O10N1S0P1	761.520688	40	76	10	1	1	0	1.9	7.6	4	40	0	40	0.5207	0.4793	629
LMGP02010832	"1-eicosanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phosphoethanolamine"	Glycerophospholipids	Glycerophosphoethanolamines	C43H80O8N1S0P1	769.562158	43	80	8	1	1	0	1.860465116	10	5.375	43	0	43	0.5622	0.4378	569
LMGP15010065	"2pr-O-(alpha-D-Manp)-6pr-O-(alpha-D-Manp)-(1-octadecanoyl-2-(9Z,12Z-hexadecadienoyl)-sn-glycero-3-phospho-1pr-myo-inositol)"	Glycerophospholipids	Glycerophosphoinositolglycans	C55H99O23N0S0P1	1158.631483	55	99	23	0	1	0	1.8	4.304347826	2.391304348	0	0	55	0.6315	0.3685	318
LMGP04010171	"1-(9Z-pentadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-glycero-3-phospho-(1pr-sn-glycerol)"	Glycerophospholipids	Glycerophosphoglycerols	C38H69O10N0S0P1	716.462839	38	69	10	0	1	0	1.815789474	6.9	3.8	0	0	38	0.4628	0.4628	646
LMGP12011111	"1pr-[1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-hexadecanoyl-sn-glycero-3-phospho],3pr-[1-eicosanoyl-2-hexadecanoyl-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C81H150O17N0S0P2	1457.0348	81	150	17	0	2	0	1.851851852	8.823529412	4.764705882	0	0	40.5	0.0348	0.0348	24
LMGP10010850	"1,2-diheneicosanoyl-sn-glycero-3-phosphate"	Glycerophospholipids	Glycerophosphates	C45H89O8N0S0P1	788.629509	45	89	8	0	1	0	1.977777778	11.125	5.625	0	0	45	0.6295	0.3705	470
LMGP04010966	1-heptadecanoyl-2-eicosanoyl-glycero-3-phospho-(1pr-sn-glycerol)	Glycerophospholipids	Glycerophosphoglycerols	C43H85O10N0S0P1	792.588039	43	85	10	0	1	0	1.976744186	8.5	4.3	0	0	43	0.588	0.412	520
LMGP06010737	"1-(13Z,16Z-docosadienoyl)-2-(9Z-octadecenoyl)-glycero-3-phospho-(1pr-myo-inositol)"	Glycerophospholipids	Glycerophosphoinositols	C49H89O13N0S0P1	916.604084	49	89	13	0	1	0	1.816326531	6.846153846	3.769230769	0	0	49	0.6041	0.3959	432
LMGP12010765	"1pr-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho],3pr-[1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho]-sn-glycerol"	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	C79H144O17N0S0P2	1426.9879	79	144	17	0	2	0	1.82278481	8.470588235	4.647058824	0	0	39.5	0.9879	0.0121	8
LMGP06010430	1-nonadecanoyl-2-(9Z-octadecenoyl)-glycero-3-phospho-(1pr-myo-inositol)	Glycerophospholipids	Glycerophosphoinositols	C46H87O13N0S0P1	878.588434	46	87	13	0	1	0	1.891304348	6.692307692	3.538461538	0	0	46	0.5884	0.4116	468
